"","site_code","project_name","treatment_year","calendar_year","treatment","plot_id","anpp","community_type","block","public","trt_type","n","p","k","precip","successional","pulse","plant_mani"
"18","KNZ","BGP",18,2003,"u_u_b","4",635.8,"0","0",1,"N*P",10,1,0,0,0,0,0
"19","KNZ","BGP",19,2004,"u_u_b","4",865.4,"0","0",1,"N*P",10,1,0,0,0,0,0
"20","KNZ","BGP",20,2005,"u_u_b","4",377.4,"0","0",1,"N*P",10,1,0,0,0,0,0
"21","KNZ","BGP",21,2006,"u_u_b","4",115.15,"0","0",1,"N*P",10,1,0,0,0,0,0
"22","KNZ","BGP",22,2007,"u_u_b","4",319.7,"0","0",1,"N*P",10,1,0,0,0,0,0
"23","KNZ","BGP",23,2008,"u_u_b","4",433.55,"0","0",1,"N*P",10,1,0,0,0,0,0
"24","KNZ","BGP",24,2009,"u_u_b","4",271.75,"0","0",1,"N*P",10,1,0,0,0,0,0
"25","KNZ","BGP",25,2010,"u_u_b","4",620.2,"0","0",1,"N*P",10,1,0,0,0,0,0
"26","KNZ","BGP",26,2011,"u_u_b","4",161.35,"0","0",1,"N*P",10,1,0,0,0,0,0
"27","KNZ","BGP",27,2012,"u_u_b","4",142.55,"0","0",1,"N*P",10,1,0,0,0,0,0
"28","KNZ","BGP",28,2013,"u_u_b","4",575.4,"0","0",1,"N*P",10,1,0,0,0,0,0
"29","KNZ","BGP",29,2014,"u_u_b","4",74.8,"0","0",1,"N*P",10,1,0,0,0,0,0
"30","KNZ","BGP",30,2015,"u_u_b","4",503.75,"0","0",1,"N*P",10,1,0,0,0,0,0
"31","KNZ","BGP",31,2016,"u_u_b","4",612.75,"0","0",1,"N*P",10,1,0,0,0,0,0
"32","KNZ","BGP",32,2017,"u_u_b","4",1099.2,"0","0",1,"N*P",10,1,0,0,0,0,0
"33","KNZ","BGP",1,1986,"u_u_b","17",181.7,"0","0",1,"N*P",10,1,0,0,0,0,0
"34","KNZ","BGP",2,1987,"u_u_b","17",411.15,"0","0",1,"N*P",10,1,0,0,0,0,0
"35","KNZ","BGP",3,1988,"u_u_b","17",548.1,"0","0",1,"N*P",10,1,0,0,0,0,0
"36","KNZ","BGP",4,1989,"u_u_b","17",273.15,"0","0",1,"N*P",10,1,0,0,0,0,0
"37","KNZ","BGP",5,1990,"u_u_b","17",362.4,"0","0",1,"N*P",10,1,0,0,0,0,0
"38","KNZ","BGP",6,1991,"u_u_b","17",343.6,"0","0",1,"N*P",10,1,0,0,0,0,0
"39","KNZ","BGP",7,1992,"u_u_b","17",492.5,"0","0",1,"N*P",10,1,0,0,0,0,0
"40","KNZ","BGP",8,1993,"u_u_b","17",248.45,"0","0",1,"N*P",10,1,0,0,0,0,0
"41","KNZ","BGP",9,1994,"u_u_b","17",1034.4,"0","0",1,"N*P",10,1,0,0,0,0,0
"42","KNZ","BGP",10,1995,"u_u_b","17",423.25,"0","0",1,"N*P",10,1,0,0,0,0,0
"43","KNZ","BGP",11,1996,"u_u_b","17",1051.25,"0","0",1,"N*P",10,1,0,0,0,0,0
"44","KNZ","BGP",12,1997,"u_u_b","17",1243.7,"0","0",1,"N*P",10,1,0,0,0,0,0
"45","KNZ","BGP",13,1998,"u_u_b","17",373.2,"0","0",1,"N*P",10,1,0,0,0,0,0
"46","KNZ","BGP",14,1999,"u_u_b","17",415.2,"0","0",1,"N*P",10,1,0,0,0,0,0
"47","KNZ","BGP",15,2000,"u_u_b","17",236.75,"0","0",1,"N*P",10,1,0,0,0,0,0
"48","KNZ","BGP",16,2001,"u_u_b","17",359.85,"0","0",1,"N*P",10,1,0,0,0,0,0
"49","KNZ","BGP",17,2002,"u_u_b","17",1231.2,"0","0",1,"N*P",10,1,0,0,0,0,0
"50","KNZ","BGP",18,2003,"u_u_b","17",715.2,"0","0",1,"N*P",10,1,0,0,0,0,0
"51","KNZ","BGP",19,2004,"u_u_b","17",583.2,"0","0",1,"N*P",10,1,0,0,0,0,0
"52","KNZ","BGP",20,2005,"u_u_b","17",185.6,"0","0",1,"N*P",10,1,0,0,0,0,0
"53","KNZ","BGP",21,2006,"u_u_b","17",520.8,"0","0",1,"N*P",10,1,0,0,0,0,0
"54","KNZ","BGP",22,2007,"u_u_b","17",386.75,"0","0",1,"N*P",10,1,0,0,0,0,0
"55","KNZ","BGP",23,2008,"u_u_b","17",889.5,"0","0",1,"N*P",10,1,0,0,0,0,0
"56","KNZ","BGP",24,2009,"u_u_b","17",573.65,"0","0",1,"N*P",10,1,0,0,0,0,0
"57","KNZ","BGP",25,2010,"u_u_b","17",615.4,"0","0",1,"N*P",10,1,0,0,0,0,0
"58","KNZ","BGP",26,2011,"u_u_b","17",882.5,"0","0",1,"N*P",10,1,0,0,0,0,0
"59","KNZ","BGP",27,2012,"u_u_b","17",452.85,"0","0",1,"N*P",10,1,0,0,0,0,0
"60","KNZ","BGP",28,2013,"u_u_b","17",401.25,"0","0",1,"N*P",10,1,0,0,0,0,0
"61","KNZ","BGP",29,2014,"u_u_b","17",261.85,"0","0",1,"N*P",10,1,0,0,0,0,0
"62","KNZ","BGP",30,2015,"u_u_b","17",303.25,"0","0",1,"N*P",10,1,0,0,0,0,0
"63","KNZ","BGP",31,2016,"u_u_b","17",1154.7,"0","0",1,"N*P",10,1,0,0,0,0,0
"64","KNZ","BGP",32,2017,"u_u_b","17",291.45,"0","0",1,"N*P",10,1,0,0,0,0,0
"65","KNZ","BGP",1,1986,"u_u_b","37",282.6,"0","0",1,"N*P",10,1,0,0,0,0,0
"66","KNZ","BGP",2,1987,"u_u_b","37",441.35,"0","0",1,"N*P",10,1,0,0,0,0,0
"67","KNZ","BGP",3,1988,"u_u_b","37",635.6,"0","0",1,"N*P",10,1,0,0,0,0,0
"68","KNZ","BGP",4,1989,"u_u_b","37",394.033333333333,"0","0",1,"N*P",10,1,0,0,0,0,0
"69","KNZ","BGP",5,1990,"u_u_b","37",1297,"0","0",1,"N*P",10,1,0,0,0,0,0
"70","KNZ","BGP",6,1991,"u_u_b","37",662.2,"0","0",1,"N*P",10,1,0,0,0,0,0
"71","KNZ","BGP",7,1992,"u_u_b","37",599,"0","0",1,"N*P",10,1,0,0,0,0,0
"72","KNZ","BGP",8,1993,"u_u_b","37",948.8,"0","0",1,"N*P",10,1,0,0,0,0,0
"73","KNZ","BGP",9,1994,"u_u_b","37",1066.6,"0","0",1,"N*P",10,1,0,0,0,0,0
"74","KNZ","BGP",10,1995,"u_u_b","37",725.65,"0","0",1,"N*P",10,1,0,0,0,0,0
"75","KNZ","BGP",11,1996,"u_u_b","37",610.15,"0","0",1,"N*P",10,1,0,0,0,0,0
"76","KNZ","BGP",12,1997,"u_u_b","37",486.7,"0","0",1,"N*P",10,1,0,0,0,0,0
"77","KNZ","BGP",13,1998,"u_u_b","37",288.65,"0","0",1,"N*P",10,1,0,0,0,0,0
"78","KNZ","BGP",14,1999,"u_u_b","37",444.85,"0","0",1,"N*P",10,1,0,0,0,0,0
"79","KNZ","BGP",15,2000,"u_u_b","37",574.7,"0","0",1,"N*P",10,1,0,0,0,0,0
"80","KNZ","BGP",16,2001,"u_u_b","37",960.7,"0","0",1,"N*P",10,1,0,0,0,0,0
"81","KNZ","BGP",17,2002,"u_u_b","37",790.85,"0","0",1,"N*P",10,1,0,0,0,0,0
"82","KNZ","BGP",18,2003,"u_u_b","37",1602.75,"0","0",1,"N*P",10,1,0,0,0,0,0
"83","KNZ","BGP",19,2004,"u_u_b","37",1145.45,"0","0",1,"N*P",10,1,0,0,0,0,0
"84","KNZ","BGP",20,2005,"u_u_b","37",765.7,"0","0",1,"N*P",10,1,0,0,0,0,0
"85","KNZ","BGP",21,2006,"u_u_b","37",598.6,"0","0",1,"N*P",10,1,0,0,0,0,0
"86","KNZ","BGP",22,2007,"u_u_b","37",247.05,"0","0",1,"N*P",10,1,0,0,0,0,0
"87","KNZ","BGP",23,2008,"u_u_b","37",712.35,"0","0",1,"N*P",10,1,0,0,0,0,0
"88","KNZ","BGP",24,2009,"u_u_b","37",306.65,"0","0",1,"N*P",10,1,0,0,0,0,0
"89","KNZ","BGP",25,2010,"u_u_b","37",286.1,"0","0",1,"N*P",10,1,0,0,0,0,0
"90","KNZ","BGP",26,2011,"u_u_b","37",415.8,"0","0",1,"N*P",10,1,0,0,0,0,0
"91","KNZ","BGP",27,2012,"u_u_b","37",376,"0","0",1,"N*P",10,1,0,0,0,0,0
"92","KNZ","BGP",28,2013,"u_u_b","37",137.45,"0","0",1,"N*P",10,1,0,0,0,0,0
"93","KNZ","BGP",29,2014,"u_u_b","37",520.8,"0","0",1,"N*P",10,1,0,0,0,0,0
"94","KNZ","BGP",30,2015,"u_u_b","37",165.1,"0","0",1,"N*P",10,1,0,0,0,0,0
"95","KNZ","BGP",31,2016,"u_u_b","37",320.7,"0","0",1,"N*P",10,1,0,0,0,0,0
"96","KNZ","BGP",32,2017,"u_u_b","37",667.15,"0","0",1,"N*P",10,1,0,0,0,0,0
"97","KNZ","BGP",1,1986,"u_u_b","58",226.8,"0","0",1,"N*P",10,1,0,0,0,0,0
"98","KNZ","BGP",2,1987,"u_u_b","58",489.875,"0","0",1,"N*P",10,1,0,0,0,0,0
"99","KNZ","BGP",3,1988,"u_u_b","58",577.95,"0","0",1,"N*P",10,1,0,0,0,0,0
"100","KNZ","BGP",4,1989,"u_u_b","58",472.3,"0","0",1,"N*P",10,1,0,0,0,0,0
"101","KNZ","BGP",5,1990,"u_u_b","58",359.6,"0","0",1,"N*P",10,1,0,0,0,0,0
"102","KNZ","BGP",6,1991,"u_u_b","58",590.7,"0","0",1,"N*P",10,1,0,0,0,0,0
"103","KNZ","BGP",7,1992,"u_u_b","58",329.5,"0","0",1,"N*P",10,1,0,0,0,0,0
"104","KNZ","BGP",8,1993,"u_u_b","58",595.75,"0","0",1,"N*P",10,1,0,0,0,0,0
"105","KNZ","BGP",9,1994,"u_u_b","58",334,"0","0",1,"N*P",10,1,0,0,0,0,0
"106","KNZ","BGP",10,1995,"u_u_b","58",948.3,"0","0",1,"N*P",10,1,0,0,0,0,0
"107","KNZ","BGP",11,1996,"u_u_b","58",872.2,"0","0",1,"N*P",10,1,0,0,0,0,0
"108","KNZ","BGP",12,1997,"u_u_b","58",774.25,"0","0",1,"N*P",10,1,0,0,0,0,0
"109","KNZ","BGP",13,1998,"u_u_b","58",434.4,"0","0",1,"N*P",10,1,0,0,0,0,0
"110","KNZ","BGP",14,1999,"u_u_b","58",240.3,"0","0",1,"N*P",10,1,0,0,0,0,0
"111","KNZ","BGP",15,2000,"u_u_b","58",434.8,"0","0",1,"N*P",10,1,0,0,0,0,0
"112","KNZ","BGP",16,2001,"u_u_b","58",505.35,"0","0",1,"N*P",10,1,0,0,0,0,0
"113","KNZ","BGP",17,2002,"u_u_b","58",156.15,"0","0",1,"N*P",10,1,0,0,0,0,0
"114","KNZ","BGP",18,2003,"u_u_b","58",755.6,"0","0",1,"N*P",10,1,0,0,0,0,0
"115","KNZ","BGP",19,2004,"u_u_b","58",630.55,"0","0",1,"N*P",10,1,0,0,0,0,0
"116","KNZ","BGP",20,2005,"u_u_b","58",275.6,"0","0",1,"N*P",10,1,0,0,0,0,0
"117","KNZ","BGP",21,2006,"u_u_b","58",357.75,"0","0",1,"N*P",10,1,0,0,0,0,0
"118","KNZ","BGP",22,2007,"u_u_b","58",952.15,"0","0",1,"N*P",10,1,0,0,0,0,0
"119","KNZ","BGP",23,2008,"u_u_b","58",200.65,"0","0",1,"N*P",10,1,0,0,0,0,0
"120","KNZ","BGP",24,2009,"u_u_b","58",272.9,"0","0",1,"N*P",10,1,0,0,0,0,0
"121","KNZ","BGP",25,2010,"u_u_b","58",151.45,"0","0",1,"N*P",10,1,0,0,0,0,0
"122","KNZ","BGP",26,2011,"u_u_b","58",83.4,"0","0",1,"N*P",10,1,0,0,0,0,0
"123","KNZ","BGP",27,2012,"u_u_b","58",23.55,"0","0",1,"N*P",10,1,0,0,0,0,0
"124","KNZ","BGP",28,2013,"u_u_b","58",94.9,"0","0",1,"N*P",10,1,0,0,0,0,0
"125","KNZ","BGP",29,2014,"u_u_b","58",114.8,"0","0",1,"N*P",10,1,0,0,0,0,0
"126","KNZ","BGP",30,2015,"u_u_b","58",411.9,"0","0",1,"N*P",10,1,0,0,0,0,0
"127","KNZ","BGP",31,2016,"u_u_b","58",399.05,"0","0",1,"N*P",10,1,0,0,0,0,0
"128","KNZ","BGP",32,2017,"u_u_b","58",507.5,"0","0",1,"N*P",10,1,0,0,0,0,0
"129","KNZ","BGP",1,1986,"u_u_c","2",473.9,"0","0",1,"control",0,0,0,0,0,0,0
"130","KNZ","BGP",2,1987,"u_u_c","2",298.45,"0","0",1,"control",0,0,0,0,0,0,0
"131","KNZ","BGP",3,1988,"u_u_c","2",264,"0","0",1,"control",0,0,0,0,0,0,0
"132","KNZ","BGP",4,1989,"u_u_c","2",170.05,"0","0",1,"control",0,0,0,0,0,0,0
"133","KNZ","BGP",5,1990,"u_u_c","2",252.8,"0","0",1,"control",0,0,0,0,0,0,0
"134","KNZ","BGP",6,1991,"u_u_c","2",134,"0","0",1,"control",0,0,0,0,0,0,0
"135","KNZ","BGP",7,1992,"u_u_c","2",278,"0","0",1,"control",0,0,0,0,0,0,0
"136","KNZ","BGP",8,1993,"u_u_c","2",421.6,"0","0",1,"control",0,0,0,0,0,0,0
"137","KNZ","BGP",9,1994,"u_u_c","2",238.55,"0","0",1,"control",0,0,0,0,0,0,0
"138","KNZ","BGP",10,1995,"u_u_c","2",230.6,"0","0",1,"control",0,0,0,0,0,0,0
"139","KNZ","BGP",11,1996,"u_u_c","2",225.2,"0","0",1,"control",0,0,0,0,0,0,0
"140","KNZ","BGP",12,1997,"u_u_c","2",252.95,"0","0",1,"control",0,0,0,0,0,0,0
"141","KNZ","BGP",13,1998,"u_u_c","2",225.05,"0","0",1,"control",0,0,0,0,0,0,0
"142","KNZ","BGP",14,1999,"u_u_c","2",302.5,"0","0",1,"control",0,0,0,0,0,0,0
"143","KNZ","BGP",15,2000,"u_u_c","2",238.25,"0","0",1,"control",0,0,0,0,0,0,0
"144","KNZ","BGP",16,2001,"u_u_c","2",299.85,"0","0",1,"control",0,0,0,0,0,0,0
"145","KNZ","BGP",17,2002,"u_u_c","2",168.15,"0","0",1,"control",0,0,0,0,0,0,0
"146","KNZ","BGP",18,2003,"u_u_c","2",315.7,"0","0",1,"control",0,0,0,0,0,0,0
"147","KNZ","BGP",19,2004,"u_u_c","2",506.95,"0","0",1,"control",0,0,0,0,0,0,0
"148","KNZ","BGP",20,2005,"u_u_c","2",247.65,"0","0",1,"control",0,0,0,0,0,0,0
"149","KNZ","BGP",21,2006,"u_u_c","2",322.45,"0","0",1,"control",0,0,0,0,0,0,0
"150","KNZ","BGP",22,2007,"u_u_c","2",238.2,"0","0",1,"control",0,0,0,0,0,0,0
"151","KNZ","BGP",23,2008,"u_u_c","2",385.5,"0","0",1,"control",0,0,0,0,0,0,0
"152","KNZ","BGP",24,2009,"u_u_c","2",266.15,"0","0",1,"control",0,0,0,0,0,0,0
"153","KNZ","BGP",25,2010,"u_u_c","2",328.05,"0","0",1,"control",0,0,0,0,0,0,0
"154","KNZ","BGP",26,2011,"u_u_c","2",245.4,"0","0",1,"control",0,0,0,0,0,0,0
"155","KNZ","BGP",27,2012,"u_u_c","2",133.8,"0","0",1,"control",0,0,0,0,0,0,0
"156","KNZ","BGP",28,2013,"u_u_c","2",246.7,"0","0",1,"control",0,0,0,0,0,0,0
"157","KNZ","BGP",29,2014,"u_u_c","2",43.05,"0","0",1,"control",0,0,0,0,0,0,0
"158","KNZ","BGP",30,2015,"u_u_c","2",110.15,"0","0",1,"control",0,0,0,0,0,0,0
"159","KNZ","BGP",31,2016,"u_u_c","2",297.1,"0","0",1,"control",0,0,0,0,0,0,0
"160","KNZ","BGP",32,2017,"u_u_c","2",180.5,"0","0",1,"control",0,0,0,0,0,0,0
"161","KNZ","BGP",1,1986,"u_u_c","20",346.8,"0","0",1,"control",0,0,0,0,0,0,0
"162","KNZ","BGP",2,1987,"u_u_c","20",310.45,"0","0",1,"control",0,0,0,0,0,0,0
"163","KNZ","BGP",3,1988,"u_u_c","20",325.4,"0","0",1,"control",0,0,0,0,0,0,0
"164","KNZ","BGP",4,1989,"u_u_c","20",133,"0","0",1,"control",0,0,0,0,0,0,0
"165","KNZ","BGP",5,1990,"u_u_c","20",173,"0","0",1,"control",0,0,0,0,0,0,0
"166","KNZ","BGP",6,1991,"u_u_c","20",229.8,"0","0",1,"control",0,0,0,0,0,0,0
"167","KNZ","BGP",7,1992,"u_u_c","20",387,"0","0",1,"control",0,0,0,0,0,0,0
"168","KNZ","BGP",8,1993,"u_u_c","20",384.4,"0","0",1,"control",0,0,0,0,0,0,0
"169","KNZ","BGP",9,1994,"u_u_c","20",249.15,"0","0",1,"control",0,0,0,0,0,0,0
"170","KNZ","BGP",10,1995,"u_u_c","20",454.65,"0","0",1,"control",0,0,0,0,0,0,0
"171","KNZ","BGP",11,1996,"u_u_c","20",268.6,"0","0",1,"control",0,0,0,0,0,0,0
"172","KNZ","BGP",12,1997,"u_u_c","20",330.65,"0","0",1,"control",0,0,0,0,0,0,0
"173","KNZ","BGP",13,1998,"u_u_c","20",410,"0","0",1,"control",0,0,0,0,0,0,0
"174","KNZ","BGP",14,1999,"u_u_c","20",238.7,"0","0",1,"control",0,0,0,0,0,0,0
"175","KNZ","BGP",15,2000,"u_u_c","20",281.25,"0","0",1,"control",0,0,0,0,0,0,0
"176","KNZ","BGP",16,2001,"u_u_c","20",436.8,"0","0",1,"control",0,0,0,0,0,0,0
"177","KNZ","BGP",17,2002,"u_u_c","20",265.4,"0","0",1,"control",0,0,0,0,0,0,0
"178","KNZ","BGP",18,2003,"u_u_c","20",369,"0","0",1,"control",0,0,0,0,0,0,0
"179","KNZ","BGP",19,2004,"u_u_c","20",657.1,"0","0",1,"control",0,0,0,0,0,0,0
"180","KNZ","BGP",20,2005,"u_u_c","20",293.5,"0","0",1,"control",0,0,0,0,0,0,0
"181","KNZ","BGP",21,2006,"u_u_c","20",939.05,"0","0",1,"control",0,0,0,0,0,0,0
"182","KNZ","BGP",22,2007,"u_u_c","20",141.15,"0","0",1,"control",0,0,0,0,0,0,0
"183","KNZ","BGP",23,2008,"u_u_c","20",245.8,"0","0",1,"control",0,0,0,0,0,0,0
"184","KNZ","BGP",24,2009,"u_u_c","20",275.75,"0","0",1,"control",0,0,0,0,0,0,0
"185","KNZ","BGP",25,2010,"u_u_c","20",268.1,"0","0",1,"control",0,0,0,0,0,0,0
"186","KNZ","BGP",26,2011,"u_u_c","20",274.95,"0","0",1,"control",0,0,0,0,0,0,0
"187","KNZ","BGP",27,2012,"u_u_c","20",266.2,"0","0",1,"control",0,0,0,0,0,0,0
"188","KNZ","BGP",28,2013,"u_u_c","20",286.65,"0","0",1,"control",0,0,0,0,0,0,0
"189","KNZ","BGP",29,2014,"u_u_c","20",109.05,"0","0",1,"control",0,0,0,0,0,0,0
"190","KNZ","BGP",30,2015,"u_u_c","20",150.7,"0","0",1,"control",0,0,0,0,0,0,0
"191","KNZ","BGP",31,2016,"u_u_c","20",232.7,"0","0",1,"control",0,0,0,0,0,0,0
"192","KNZ","BGP",32,2017,"u_u_c","20",91.65,"0","0",1,"control",0,0,0,0,0,0,0
"193","KNZ","BGP",1,1986,"u_u_c","38",231.9,"0","0",1,"control",0,0,0,0,0,0,0
"194","KNZ","BGP",2,1987,"u_u_c","38",518.7,"0","0",1,"control",0,0,0,0,0,0,0
"195","KNZ","BGP",3,1988,"u_u_c","38",608.95,"0","0",1,"control",0,0,0,0,0,0,0
"196","KNZ","BGP",4,1989,"u_u_c","38",210.333333333333,"0","0",1,"control",0,0,0,0,0,0,0
"197","KNZ","BGP",5,1990,"u_u_c","38",446.6,"0","0",1,"control",0,0,0,0,0,0,0
"198","KNZ","BGP",6,1991,"u_u_c","38",228.1,"0","0",1,"control",0,0,0,0,0,0,0
"199","KNZ","BGP",7,1992,"u_u_c","38",330,"0","0",1,"control",0,0,0,0,0,0,0
"200","KNZ","BGP",8,1993,"u_u_c","38",330.95,"0","0",1,"control",0,0,0,0,0,0,0
"201","KNZ","BGP",9,1994,"u_u_c","38",371.1,"0","0",1,"control",0,0,0,0,0,0,0
"202","KNZ","BGP",10,1995,"u_u_c","38",328.55,"0","0",1,"control",0,0,0,0,0,0,0
"203","KNZ","BGP",11,1996,"u_u_c","38",558.9,"0","0",1,"control",0,0,0,0,0,0,0
"204","KNZ","BGP",12,1997,"u_u_c","38",347.4,"0","0",1,"control",0,0,0,0,0,0,0
"205","KNZ","BGP",13,1998,"u_u_c","38",451.2,"0","0",1,"control",0,0,0,0,0,0,0
"206","KNZ","BGP",14,1999,"u_u_c","38",484.05,"0","0",1,"control",0,0,0,0,0,0,0
"207","KNZ","BGP",15,2000,"u_u_c","38",361.75,"0","0",1,"control",0,0,0,0,0,0,0
"208","KNZ","BGP",16,2001,"u_u_c","38",446.5,"0","0",1,"control",0,0,0,0,0,0,0
"209","KNZ","BGP",17,2002,"u_u_c","38",354.4,"0","0",1,"control",0,0,0,0,0,0,0
"210","KNZ","BGP",18,2003,"u_u_c","38",298.2,"0","0",1,"control",0,0,0,0,0,0,0
"211","KNZ","BGP",19,2004,"u_u_c","38",629.95,"0","0",1,"control",0,0,0,0,0,0,0
"212","KNZ","BGP",20,2005,"u_u_c","38",220.95,"0","0",1,"control",0,0,0,0,0,0,0
"213","KNZ","BGP",21,2006,"u_u_c","38",208.95,"0","0",1,"control",0,0,0,0,0,0,0
"214","KNZ","BGP",22,2007,"u_u_c","38",326.25,"0","0",1,"control",0,0,0,0,0,0,0
"215","KNZ","BGP",23,2008,"u_u_c","38",372.75,"0","0",1,"control",0,0,0,0,0,0,0
"216","KNZ","BGP",24,2009,"u_u_c","38",225.4,"0","0",1,"control",0,0,0,0,0,0,0
"217","KNZ","BGP",25,2010,"u_u_c","38",1473,"0","0",1,"control",0,0,0,0,0,0,0
"218","KNZ","BGP",26,2011,"u_u_c","38",1285.1,"0","0",1,"control",0,0,0,0,0,0,0
"219","KNZ","BGP",27,2012,"u_u_c","38",44.55,"0","0",1,"control",0,0,0,0,0,0,0
"220","KNZ","BGP",28,2013,"u_u_c","38",449.2,"0","0",1,"control",0,0,0,0,0,0,0
"221","KNZ","BGP",29,2014,"u_u_c","38",330.4,"0","0",1,"control",0,0,0,0,0,0,0
"222","KNZ","BGP",30,2015,"u_u_c","38",284.8,"0","0",1,"control",0,0,0,0,0,0,0
"223","KNZ","BGP",31,2016,"u_u_c","38",3546.4,"0","0",1,"control",0,0,0,0,0,0,0
"224","KNZ","BGP",32,2017,"u_u_c","38",32.25,"0","0",1,"control",0,0,0,0,0,0,0
"225","KNZ","BGP",1,1986,"u_u_c","57",501,"0","0",1,"control",0,0,0,0,0,0,0
"226","KNZ","BGP",2,1987,"u_u_c","57",258.9,"0","0",1,"control",0,0,0,0,0,0,0
"227","KNZ","BGP",3,1988,"u_u_c","57",566.75,"0","0",1,"control",0,0,0,0,0,0,0
"228","KNZ","BGP",4,1989,"u_u_c","57",240.3,"0","0",1,"control",0,0,0,0,0,0,0
"229","KNZ","BGP",5,1990,"u_u_c","57",407.4,"0","0",1,"control",0,0,0,0,0,0,0
"230","KNZ","BGP",6,1991,"u_u_c","57",622,"0","0",1,"control",0,0,0,0,0,0,0
"231","KNZ","BGP",7,1992,"u_u_c","57",236,"0","0",1,"control",0,0,0,0,0,0,0
"232","KNZ","BGP",8,1993,"u_u_c","57",431.2,"0","0",1,"control",0,0,0,0,0,0,0
"233","KNZ","BGP",9,1994,"u_u_c","57",519.6,"0","0",1,"control",0,0,0,0,0,0,0
"234","KNZ","BGP",10,1995,"u_u_c","57",486.45,"0","0",1,"control",0,0,0,0,0,0,0
"235","KNZ","BGP",11,1996,"u_u_c","57",517.7,"0","0",1,"control",0,0,0,0,0,0,0
"236","KNZ","BGP",12,1997,"u_u_c","57",442.85,"0","0",1,"control",0,0,0,0,0,0,0
"237","KNZ","BGP",13,1998,"u_u_c","57",276.65,"0","0",1,"control",0,0,0,0,0,0,0
"238","KNZ","BGP",14,1999,"u_u_c","57",237.7,"0","0",1,"control",0,0,0,0,0,0,0
"239","KNZ","BGP",15,2000,"u_u_c","57",3423.95,"0","0",1,"control",0,0,0,0,0,0,0
"240","KNZ","BGP",16,2001,"u_u_c","57",467.5,"0","0",1,"control",0,0,0,0,0,0,0
"241","KNZ","BGP",17,2002,"u_u_c","57",214.5,"0","0",1,"control",0,0,0,0,0,0,0
"242","KNZ","BGP",18,2003,"u_u_c","57",468.2,"0","0",1,"control",0,0,0,0,0,0,0
"243","KNZ","BGP",19,2004,"u_u_c","57",584.35,"0","0",1,"control",0,0,0,0,0,0,0
"244","KNZ","BGP",20,2005,"u_u_c","57",156.2,"0","0",1,"control",0,0,0,0,0,0,0
"245","KNZ","BGP",21,2006,"u_u_c","57",2646.1,"0","0",1,"control",0,0,0,0,0,0,0
"246","KNZ","BGP",22,2007,"u_u_c","57",129.4,"0","0",1,"control",0,0,0,0,0,0,0
"247","KNZ","BGP",23,2008,"u_u_c","57",319.75,"0","0",1,"control",0,0,0,0,0,0,0
"248","KNZ","BGP",24,2009,"u_u_c","57",661.9,"0","0",1,"control",0,0,0,0,0,0,0
"249","KNZ","BGP",25,2010,"u_u_c","57",270.35,"0","0",1,"control",0,0,0,0,0,0,0
"250","KNZ","BGP",26,2011,"u_u_c","57",315.15,"0","0",1,"control",0,0,0,0,0,0,0
"251","KNZ","BGP",27,2012,"u_u_c","57",276.45,"0","0",1,"control",0,0,0,0,0,0,0
"252","KNZ","BGP",28,2013,"u_u_c","57",1683.6,"0","0",1,"control",0,0,0,0,0,0,0
